,ds,y,city_name,locality_name,device_date_time,rain_intensity,rain_accumulation,humidity,temperature,wind_direction,wind_speed
225,2024-04-10 09:00:00,103,Kolkata,Baguihati,2024-04-10 09:00:00,0,0,52.19,33.43,3.2,0.1
226,2024-04-10 10:00:00,72,Kolkata,Baguihati,2024-04-10 10:00:00,0,0,47.8,34.4,6.5,0.08
227,2024-04-10 11:00:00,55,Kolkata,Baguihati,2024-04-10 11:00:00,0,0,47.39,35.04,188,0.16
228,2024-04-10 12:00:00,37,Kolkata,Baguihati,2024-04-10 12:00:00,0,0,42.11,35.79,178,0.4
229,2024-04-10 13:00:00,14,Kolkata,Baguihati,2024-04-10 13:00:00,0,0,43.6,35.96,174.1,0
230,2024-04-10 14:00:00,16,Kolkata,Baguihati,2024-04-10 14:00:00,0,0,43.81,37.25,174.1,0.19
231,2024-04-10 15:00:00,12,Kolkata,Baguihati,2024-04-10 15:00:00,0,0,43.94,36.96,30.7,0
232,2024-04-10 16:00:00,13,Kolkata,Baguihati,2024-04-10 16:00:00,0,0,47.29,35.56,100,0
233,2024-04-10 17:00:00,6,Kolkata,Baguihati,2024-04-10 17:00:00,0,0,52.27,34.04,180,0.69
234,2024-04-10 18:00:00,40,Kolkata,Baguihati,2024-04-10 18:00:00,0,0,55.69,33.04,122.3,0.12
235,2024-04-10 19:00:00,24,Kolkata,Baguihati,2024-04-10 19:00:00,0,0,63.87,31.77,166.4,0.16
236,2024-04-10 20:00:00,22,Kolkata,Baguihati,2024-04-10 20:00:00,0,0,61.71,31.19,169.7,0.18
237,2024-04-10 21:00:00,11,Kolkata,Baguihati,2024-04-10 21:00:00,0,0,56.75,30.72,166.2,0.01
238,2024-04-10 22:00:00,9,Kolkata,Baguihati,2024-04-10 22:00:00,0,0,57.76,29.98,164.7,0.12
239,2024-04-10 23:00:00,1,Kolkata,Baguihati,2024-04-10 23:00:00,0,0,62.04,29.46,20.5,0.11
240,2024-04-11 00:00:00,2,Kolkata,Baguihati,2024-04-11 00:00:00,0,0,61.74,29.22,155.7,0
241,2024-04-11 01:00:00,1,Kolkata,Baguihati,2024-04-11 01:00:00,0,0,64.2,28.93,156.4,0.01
242,2024-04-11 02:00:00,2,Kolkata,Baguihati,2024-04-11 02:00:00,0,0,60.73,29.42,155.9,0.03
243,2024-04-11 03:00:00,1,Kolkata,Baguihati,2024-04-11 03:00:00,0,0,64.99,28.84,140.4,0.12
244,2024-04-11 04:00:00,2,Kolkata,Baguihati,2024-04-11 04:00:00,0,0,67.33,28.77,163.1,0.04
245,2024-04-11 05:00:00,6,Kolkata,Baguihati,2024-04-11 05:00:00,0,0,73.62,28.16,169,0.04
246,2024-04-11 06:00:00,1,Kolkata,Baguihati,2024-04-11 06:00:00,0,0,74.76,28.1,128.7,0.06
247,2024-04-11 07:00:00,3,Kolkata,Baguihati,2024-04-11 07:00:00,0,0,68.12,29.71,162.6,0.25
248,2024-04-11 08:00:00,7,Kolkata,Baguihati,2024-04-11 08:00:00,0,0,66.51,29.92,199.8,0.37
249,2024-04-11 09:00:00,19,Kolkata,Baguihati,2024-04-11 09:00:00,0,0,60.75,31.63,166.2,0.15
250,2024-04-11 10:00:00,27,Kolkata,Baguihati,2024-04-11 10:00:00,0,0,52.83,32.97,163.1,0.18
251,2024-04-11 11:00:00,25,Kolkata,Baguihati,2024-04-11 11:00:00,0,0,48.71,34.57,167.6,0.05
252,2024-04-11 12:00:00,16,Kolkata,Baguihati,2024-04-11 12:00:00,0,0,52.52,33.45,161.6,0.01
253,2024-04-11 13:00:00,14,Kolkata,Baguihati,2024-04-11 13:00:00,0,0,44.58,33.53,161.5,0.1
254,2024-04-11 14:00:00,13,Kolkata,Baguihati,2024-04-11 14:00:00,0,0,47,32.9,359.3,0.06
255,2024-04-11 15:00:00,2,Kolkata,Baguihati,2024-04-11 15:03:00,0,0,45.93,31.97,354.1,0.16
256,2024-04-11 16:00:00,19,Kolkata,Baguihati,2024-04-11 16:00:00,0,0,43.34,31.7,359.3,0.04
257,2024-04-11 17:00:00,15,Kolkata,Baguihati,2024-04-11 17:00:00,0,0,41.8,31.43,164.8,0.05
258,2024-04-11 18:00:00,43,Kolkata,Baguihati,2024-04-11 18:00:00,0,0,45.48,30.82,172.9,0.36
259,2024-04-11 19:00:00,17,Kolkata,Baguihati,2024-04-11 19:00:00,0,0,48.25,30.34,150.3,0.05
260,2024-04-11 20:00:00,20,Kolkata,Baguihati,2024-04-11 20:00:00,0,0,51.85,29.57,162.1,0.14
261,2024-04-11 21:00:00,26,Kolkata,Baguihati,2024-04-11 21:00:00,0,0,54.61,29.3,359.8,0.05
262,2024-04-11 22:00:00,14,Kolkata,Baguihati,2024-04-11 22:00:00,0,0,58.44,29.08,157.4,0.12
263,2024-04-11 23:00:00,3,Kolkata,Baguihati,2024-04-11 23:00:00,0,0,54.68,29.08,345,0.01
264,2024-04-12 00:00:00,2,Kolkata,Baguihati,2024-04-12 00:00:00,0,0,53.34,28.99,24.4,0.04
265,2024-04-12 01:00:00,0,Kolkata,Baguihati,2024-04-12 01:00:00,0,0,59.3,28.4,356.3,0.72
266,2024-04-12 02:00:00,0,Kolkata,Baguihati,2024-04-12 02:00:00,0,0,59.42,27.85,158.9,0.02
267,2024-04-12 03:00:00,1,Kolkata,Baguihati,2024-04-12 03:00:00,0,0,62.46,27.57,8.1,0.35
268,2024-04-12 04:00:00,0,Kolkata,Baguihati,2024-04-12 04:00:00,0,0,63.83,26.98,164.7,0.07
269,2024-04-12 05:00:00,2,Kolkata,Baguihati,2024-04-12 05:00:00,0,0,65.64,26.86,12.3,0.15
270,2024-04-12 06:00:00,3,Kolkata,Baguihati,2024-04-12 06:00:00,0,0,66.38,26.72,13.8,0.04
271,2024-04-12 07:00:00,7,Kolkata,Baguihati,2024-04-12 07:00:00,0,0,66,27.41,41.7,0.07
272,2024-04-12 08:00:00,25,Kolkata,Baguihati,2024-04-12 08:00:00,0,0,58.18,29.44,355.4,0.24
273,2024-04-12 09:00:00,69,Kolkata,Baguihati,2024-04-12 09:00:00,0,0,48.95,31.99,160.6,0.52
274,2024-04-12 10:00:00,70,Kolkata,Baguihati,2024-04-12 10:00:00,0,0,44.72,33.59,157.1,0.12
275,2024-04-12 11:00:00,82,Kolkata,Baguihati,2024-04-12 11:00:00,0,0,41.84,35.23,179.8,0
276,2024-04-12 12:00:00,47,Kolkata,Baguihati,2024-04-12 12:00:00,0,0,39.66,35.91,171.6,0.21
277,2024-04-12 13:00:00,43,Kolkata,Baguihati,2024-04-12 13:00:00,0,0,35.39,38.21,170.2,0.1
278,2024-04-12 14:00:00,22,Kolkata,Baguihati,2024-04-12 14:00:00,0,0,35.54,37.25,162.1,0.52
279,2024-04-12 15:00:00,22,Kolkata,Baguihati,2024-04-12 15:00:00,0,0,35.99,36.46,176.6,0
280,2024-04-12 16:00:00,19,Kolkata,Baguihati,2024-04-12 16:00:00,0,0,36.92,35.66,164.6,0.71
281,2024-04-12 17:00:00,25,Kolkata,Baguihati,2024-04-12 17:00:00,0,0,40.4,34.7,164.9,0.69
282,2024-04-12 18:00:00,48,Kolkata,Baguihati,2024-04-12 18:00:00,0,0,40.37,33.81,179.5,0.02
283,2024-04-12 19:00:00,37,Kolkata,Baguihati,2024-04-12 19:00:00,0,0,43.85,33.15,152.5,0.13
284,2024-04-12 20:00:00,25,Kolkata,Baguihati,2024-04-12 20:00:00,0,0,47.52,32.62,7,0.39
285,2024-04-12 21:00:00,19,Kolkata,Baguihati,2024-04-12 21:00:00,0,0,50.76,32.22,165.6,0.07
286,2024-04-12 22:00:00,24,Kolkata,Baguihati,2024-04-12 22:00:00,0,0,55.16,31.53,155,0.18
287,2024-04-12 23:00:00,2,Kolkata,Baguihati,2024-04-12 23:00:00,0,0,57.64,31.04,177.5,0.06
288,2024-04-13 00:00:00,2,Kolkata,Baguihati,2024-04-13 00:00:00,0,0,58.51,30.49,156.8,0.33
289,2024-04-13 01:00:00,0,Kolkata,Baguihati,2024-04-13 01:00:00,0,0,61.03,30.08,3.3,0.34
290,2024-04-13 02:00:00,0,Kolkata,Baguihati,2024-04-13 02:00:00,0,0,62.84,29.33,183.2,0.22
291,2024-04-13 03:00:00,0,Kolkata,Baguihati,2024-04-13 03:00:00,0,0,63.61,29.09,358.7,0.03
292,2024-04-13 04:00:00,2,Kolkata,Baguihati,2024-04-13 04:00:00,0,0,61.97,28.92,345.2,0
293,2024-04-13 05:00:00,5,Kolkata,Baguihati,2024-04-13 05:00:00,0,0,63.9,28.77,356.4,0.04
294,2024-04-13 06:00:00,0,Kolkata,Baguihati,2024-04-13 06:00:00,0,0,66.3,28.69,301.9,0.04
295,2024-04-13 07:00:00,1,Kolkata,Baguihati,2024-04-13 07:00:00,0,0,64.59,28.99,353.7,0.72
296,2024-04-13 08:00:00,9,Kolkata,Baguihati,2024-04-13 08:00:00,0,0,59.04,30.57,180.3,0.66
297,2024-04-13 09:00:00,33,Kolkata,Baguihati,2024-04-13 09:00:00,0,0,51.2,33.12,162.6,0
298,2024-04-13 10:00:00,36,Kolkata,Baguihati,2024-04-13 10:00:00,0,0,44.08,35.33,11.3,0.24
299,2024-04-13 11:00:00,46,Kolkata,Baguihati,2024-04-13 11:00:00,0,0,35.33,37.38,165.5,0.01
300,2024-04-13 12:00:00,63,Kolkata,Baguihati,2024-04-13 12:00:00,0,0,32.9,38.52,157.6,0
301,2024-04-13 13:00:00,61,Kolkata,Baguihati,2024-04-13 13:00:00,0,0,34.2,38.28,167.5,0.04
302,2024-04-13 14:00:00,46,Kolkata,Baguihati,2024-04-13 14:00:00,0,0,34.13,38.73,161.4,0.28
303,2024-04-13 15:00:00,42,Kolkata,Baguihati,2024-04-13 15:00:00,0,0,31.86,39.5,145.5,0
304,2024-04-13 16:00:00,41,Kolkata,Baguihati,2024-04-13 16:00:00,0,0,30.97,39.2,61.2,0.05
305,2024-04-13 17:00:00,38,Kolkata,Baguihati,2024-04-13 17:00:00,0,0,34.66,37.5,177.4,0.74
306,2024-04-13 18:00:00,74,Kolkata,Baguihati,2024-04-13 18:00:00,0,0,37.8,35.7,35.1,0
307,2024-04-13 19:00:00,75,Kolkata,Baguihati,2024-04-13 19:00:00,0,0,43.94,34.31,156.9,0.13
308,2024-04-13 20:00:00,46,Kolkata,Baguihati,2024-04-13 20:00:00,0,0,48.53,33.5,143.7,0.17
309,2024-04-13 21:00:00,39,Kolkata,Baguihati,2024-04-13 21:00:00,0,0,51.22,32.71,38.5,0
310,2024-04-13 22:00:00,14,Kolkata,Baguihati,2024-04-13 22:00:00,0,0,51.01,32.2,154.2,0.14
311,2024-04-13 23:00:00,8,Kolkata,Baguihati,2024-04-13 23:00:00,0,0,51.53,31.74,161,0.07
312,2024-04-14 00:00:00,0,Kolkata,Baguihati,2024-04-14 00:00:00,0,0,52.05,31.52,163.4,0.05
313,2024-04-14 01:00:00,1,Kolkata,Baguihati,2024-04-14 01:00:00,0,0,55.88,30.79,355.8,0.01
314,2024-04-14 02:00:00,0,Kolkata,Baguihati,2024-04-14 02:00:00,0,0,61.31,30.31,1.3,0
315,2024-04-14 03:00:00,1,Kolkata,Baguihati,2024-04-14 03:00:00,0,0,60.23,29.99,325.1,0
316,2024-04-14 04:00:00,0,Kolkata,Baguihati,2024-04-14 04:00:00,0,0,63.15,29.63,302.4,0
317,2024-04-14 05:00:00,3,Kolkata,Baguihati,2024-04-14 05:00:00,0,0,65.04,29.36,168.1,0.08
318,2024-04-14 06:00:00,4,Kolkata,Baguihati,2024-04-14 06:00:00,0,0,63.14,29.48,164.1,0
319,2024-04-14 07:00:00,1,Kolkata,Baguihati,2024-04-14 07:00:00,0,0,54.86,31.27,193,0.12
320,2024-04-14 08:00:00,2,Kolkata,Baguihati,2024-04-14 08:00:00,0,0,45.84,32.85,327.4,0.11
321,2024-04-14 09:00:00,7,Kolkata,Baguihati,2024-04-14 09:00:00,0,0,44.01,34.51,350.6,0.76
322,2024-04-14 10:00:00,12,Kolkata,Baguihati,2024-04-14 10:00:00,0,0,40.12,36.29,161.3,0.36
323,2024-04-14 11:00:00,43,Kolkata,Baguihati,2024-04-14 11:00:00,0,0,35.25,38.17,171.1,0.04
324,2024-04-14 12:00:00,95,Kolkata,Baguihati,2024-04-14 12:00:00,0,0,32.39,39.55,178.3,0.04
325,2024-04-14 13:00:00,70,Kolkata,Baguihati,2024-04-14 13:00:00,0,0,25.75,40.03,169.1,0.1
326,2024-04-14 14:00:00,70,Kolkata,Baguihati,2024-04-14 14:00:00,0,0,26.02,41.65,49.3,0.06
327,2024-04-14 15:00:00,92,Kolkata,Baguihati,2024-04-14 15:00:00,0,0,20.99,41.22,128.3,0.15
328,2024-04-14 16:00:00,61,Kolkata,Baguihati,2024-04-14 16:00:00,0,0,30.19,40.73,158.6,0.8
329,2024-04-14 17:00:00,94,Kolkata,Baguihati,2024-04-14 17:00:00,0,0,32.96,38.7,158.8,0.13
330,2024-04-14 18:00:00,126,Kolkata,Baguihati,2024-04-14 18:00:00,0,0,36.68,36.76,137,0
331,2024-04-14 19:00:00,119,Kolkata,Baguihati,2024-04-14 19:00:00,0,0,44.1,35.58,157,0.58
332,2024-04-14 20:00:00,82,Kolkata,Baguihati,2024-04-14 20:00:00,0,0,48.68,34.32,158.1,0.21
333,2024-04-14 21:00:00,95,Kolkata,Baguihati,2024-04-14 21:00:00,0,0,48.8,33.56,156.4,0.17
334,2024-04-14 22:00:00,66,Kolkata,Baguihati,2024-04-14 22:00:00,0,0,47.29,33.16,133.2,0.3
335,2024-04-14 23:00:00,18,Kolkata,Baguihati,2024-04-14 23:00:00,0,0,51.47,32.46,156.8,0
336,2024-04-15 00:00:00,4,Kolkata,Baguihati,2024-04-15 00:00:00,0,0,52.99,32.1,164.5,0.37
337,2024-04-15 01:00:00,2,Kolkata,Baguihati,2024-04-15 01:00:00,0,0,51.7,31.85,357.4,0.49
338,2024-04-15 02:00:00,1,Kolkata,Baguihati,2024-04-15 02:00:00,0,0,71.8,30.76,20.8,0
339,2024-04-15 03:00:00,6,Kolkata,Baguihati,2024-04-15 03:00:00,0,0,70.04,30.31,357.9,0.07
340,2024-04-15 04:00:00,3,Kolkata,Baguihati,2024-04-15 04:00:00,0,0,66.73,30.33,117.4,0.17
341,2024-04-15 05:00:00,4,Kolkata,Baguihati,2024-04-15 05:00:00,0,0,65.22,30.39,125.5,0.27
342,2024-04-15 06:00:00,1,Kolkata,Baguihati,2024-04-15 06:00:00,0,0,64.73,30.55,351.5,0.05
343,2024-04-15 07:00:00,10,Kolkata,Baguihati,2024-04-15 07:00:00,0,0,59.26,32.09,165.6,0.18
344,2024-04-15 08:00:00,49,Kolkata,Baguihati,2024-04-15 08:00:00,0,0,50.56,34.33,35.2,0.22
345,2024-04-15 09:00:00,88,Kolkata,Baguihati,2024-04-15 09:00:00,0,0,44.96,36.02,158.6,0.24
346,2024-04-15 10:00:00,109,Kolkata,Baguihati,2024-04-15 10:00:00,0,0,45.62,37.19,337.5,0.15
347,2024-04-15 11:00:00,110,Kolkata,Baguihati,2024-04-15 11:00:00,0,0,42.21,38.71,347,0.53
348,2024-04-15 12:00:00,77,Kolkata,Baguihati,2024-04-15 12:00:00,0,0,37.86,39.9,172.7,0.15
349,2024-04-15 13:00:00,56,Kolkata,Baguihati,2024-04-15 13:00:00,0,0,34.98,41.59,177,0.34
350,2024-04-15 14:00:00,29,Kolkata,Baguihati,2024-04-15 14:00:00,0,0,38.64,40.02,175.6,0.73
351,2024-04-15 15:00:00,32,Kolkata,Baguihati,2024-04-15 15:00:00,0,0,41.14,38.5,170.4,1.04
352,2024-04-15 16:00:00,39,Kolkata,Baguihati,2024-04-15 16:00:00,0,0,40.69,40.36,152.9,0.03
353,2024-04-15 17:00:00,23,Kolkata,Baguihati,2024-04-15 17:00:00,0,0,52.11,37.88,174.2,1.62
354,2024-04-15 18:00:00,31,Kolkata,Baguihati,2024-04-15 18:00:00,0,0,61.22,34.58,171.2,1.98
355,2024-04-15 19:00:00,24,Kolkata,Baguihati,2024-04-15 19:00:00,0,0,65.67,33.83,169.7,0.08
356,2024-04-15 20:00:00,24,Kolkata,Baguihati,2024-04-15 20:00:00,0,0,68.17,33.22,159.8,0.21
357,2024-04-15 21:00:00,22,Kolkata,Baguihati,2024-04-15 21:00:00,0,0,72.69,32.21,35.4,0
358,2024-04-15 22:00:00,18,Kolkata,Baguihati,2024-04-15 22:00:00,0,0,75.58,31.51,167.9,0.14
359,2024-04-15 23:00:00,5,Kolkata,Baguihati,2024-04-15 23:00:00,0,0,74.73,31.6,55.1,0.16
360,2024-04-16 00:00:00,1,Kolkata,Baguihati,2024-04-16 00:00:00,0,0,75.19,31.31,351.3,0.18
361,2024-04-16 01:00:00,0,Kolkata,Baguihati,2024-04-16 01:00:00,0,0,75.74,31.09,136,0.15
362,2024-04-16 02:00:00,0,Kolkata,Baguihati,2024-04-16 02:00:00,0,0,78.71,30.72,151,0.08
363,2024-04-16 03:00:00,4,Kolkata,Baguihati,2024-04-16 03:00:00,0,0,80.86,30.42,29,0.12
364,2024-04-16 04:00:00,0,Kolkata,Baguihati,2024-04-16 04:00:00,0,0,81.37,30.11,154.4,0.1
365,2024-04-16 05:00:00,6,Kolkata,Baguihati,2024-04-16 05:00:00,0,0,72.78,30.48,83.3,0
366,2024-04-16 06:00:00,3,Kolkata,Baguihati,2024-04-16 06:00:00,0,0,72.62,30.69,158.7,0.05
367,2024-04-16 07:00:00,9,Kolkata,Baguihati,2024-04-16 07:00:00,0,0,70.69,31.6,164.8,0.03
368,2024-04-16 08:00:00,58,Kolkata,Baguihati,2024-04-16 08:00:00,0,0,64.37,33.37,168.6,0.58
369,2024-04-16 09:00:00,109,Kolkata,Baguihati,2024-04-16 09:00:00,0,0,62.9,34.33,155.7,0
370,2024-04-16 10:00:00,118,Kolkata,Baguihati,2024-04-16 10:00:00,0,0,57.77,35.99,158.8,0
371,2024-04-16 11:00:00,157,Kolkata,Baguihati,2024-04-16 11:00:00,0,0,49.3,38.19,209.8,0.13
372,2024-04-16 12:00:00,133,Kolkata,Baguihati,2024-04-16 12:00:00,0,0,40.58,40.13,11.9,0.3
373,2024-04-16 13:00:00,91,Kolkata,Baguihati,2024-04-16 13:00:00,0,0,33.09,42,353.5,0.06
374,2024-04-16 14:00:00,47,Kolkata,Baguihati,2024-04-16 14:00:00,0,0,31.01,42.44,346.7,0.83
375,2024-04-16 15:00:00,27,Kolkata,Baguihati,2024-04-16 15:00:00,0,0,29.59,42.75,309.1,0.11
376,2024-04-16 16:00:00,18,Kolkata,Baguihati,2024-04-16 16:00:00,0,0,27.92,42.31,190.6,0
377,2024-04-16 17:00:00,30,Kolkata,Baguihati,2024-04-16 17:00:00,0,0,32.2,41.37,163.4,0.04
378,2024-04-16 18:00:00,80,Kolkata,Baguihati,2024-04-16 18:00:00,0,0,37.89,39.03,158,0.14
379,2024-04-16 19:00:00,69,Kolkata,Baguihati,2024-04-16 19:00:00,0,0,46.67,37.3,137.7,0.18
380,2024-04-16 20:00:00,56,Kolkata,Baguihati,2024-04-16 20:00:00,0,0,58.07,36.07,129.5,0
381,2024-04-16 21:00:00,18,Kolkata,Baguihati,2024-04-16 21:00:00,0,0,54.24,34.95,54.7,0.07
382,2024-04-16 22:00:00,12,Kolkata,Baguihati,2024-04-16 22:00:00,0,0,59.04,34.56,167.8,0.25
383,2024-04-16 23:00:00,5,Kolkata,Baguihati,2024-04-16 23:00:00,0,0,57.78,34.3,166,0.04
384,2024-04-17 00:00:00,6,Kolkata,Baguihati,2024-04-17 00:00:00,0,0,59.62,33.78,170.2,0.04
385,2024-04-17 01:00:00,1,Kolkata,Baguihati,2024-04-17 01:00:00,0,0,73.96,32.75,189.9,0.58
386,2024-04-17 02:00:00,0,Kolkata,Baguihati,2024-04-17 02:00:00,0,0,83.29,30.96,157.7,0.25
387,2024-04-17 03:00:00,1,Kolkata,Baguihati,2024-04-17 03:00:00,0,0,80.89,31.02,45.2,0.29
388,2024-04-17 04:00:00,2,Kolkata,Baguihati,2024-04-17 04:00:00,0,0,80.84,30.9,15.7,0.11
389,2024-04-17 05:00:00,3,Kolkata,Baguihati,2024-04-17 05:00:00,0,0,82.53,30.53,156.1,0.23
390,2024-04-17 06:00:00,2,Kolkata,Baguihati,2024-04-17 06:00:00,0,0,79.08,31.04,162.3,0.06
391,2024-04-17 07:00:00,7,Kolkata,Baguihati,2024-04-17 07:00:00,0,0,68.21,32.56,33.9,0.19
392,2024-04-17 08:00:00,20,Kolkata,Baguihati,2024-04-17 08:00:00,0,0,61.22,34.24,158.2,0.17
393,2024-04-17 09:00:00,105,Kolkata,Baguihati,2024-04-17 09:00:00,0,0,56.23,35.67,165,0.04
394,2024-04-17 10:00:00,102,Kolkata,Baguihati,2024-04-17 10:00:00,0,0,52.47,37.42,329.4,0.17
395,2024-04-17 11:00:00,128,Kolkata,Baguihati,2024-04-17 11:00:00,0,0,42.71,38.87,334.7,0.33
396,2024-04-17 12:00:00,89,Kolkata,Baguihati,2024-04-17 12:00:00,0,0,40.89,40.06,341.3,1.05
397,2024-04-17 13:00:00,87,Kolkata,Baguihati,2024-04-17 13:00:00,0,0,34.76,41.86,173.1,0.14
398,2024-04-17 14:00:00,51,Kolkata,Baguihati,2024-04-17 14:00:00,0,0,33.13,42.7,254.1,0.23
399,2024-04-17 15:00:00,28,Kolkata,Baguihati,2024-04-17 15:00:00,0,0,30.04,43.99,204.7,0.35
400,2024-04-17 16:00:00,31,Kolkata,Baguihati,2024-04-17 16:00:00,0,0,31.37,43.24,160.8,0.29
401,2024-04-17 17:00:00,29,Kolkata,Baguihati,2024-04-17 17:00:00,0,0,32.04,41.62,353.1,0.07
402,2024-04-17 18:00:00,62,Kolkata,Baguihati,2024-04-17 18:00:00,0,0,37.83,39.1,164.8,0.43
403,2024-04-17 19:00:00,78,Kolkata,Baguihati,2024-04-17 19:00:00,0,0,51.09,37.65,58.4,0
404,2024-04-17 20:00:00,35,Kolkata,Baguihati,2024-04-17 20:00:00,0,0,47.02,36.56,159.4,0.09
405,2024-04-17 21:00:00,44,Kolkata,Baguihati,2024-04-17 21:00:00,0,0,64.26,34.25,182,0.12
406,2024-04-17 22:00:00,40,Kolkata,Baguihati,2024-04-17 22:00:00,0,0,70.83,33.56,179.2,0.2
407,2024-04-17 23:00:00,13,Kolkata,Baguihati,2024-04-17 23:00:00,0,0,77.44,32.57,164,1.6
408,2024-04-18 00:00:00,3,Kolkata,Baguihati,2024-04-18 00:00:00,0,0,81.37,31.83,158.9,0.31
409,2024-04-18 01:00:00,1,Kolkata,Baguihati,2024-04-18 01:00:00,0,0,82.74,31.7,168.9,0.16
410,2024-04-18 02:00:00,0,Kolkata,Baguihati,2024-04-18 02:00:00,0,0,80.13,32,353.6,0.01
411,2024-04-18 03:00:00,1,Kolkata,Baguihati,2024-04-18 03:00:00,0,0,80.84,31.7,340.9,0.11
412,2024-04-18 04:00:00,2,Kolkata,Baguihati,2024-04-18 04:00:00,0,0,81.14,31.36,336.2,0.54
413,2024-04-18 05:00:00,5,Kolkata,Baguihati,2024-04-18 05:00:00,0,0,81.23,31.03,346.3,0
414,2024-04-18 06:00:00,3,Kolkata,Baguihati,2024-04-18 06:00:00,0,0,83.4,30.9,348,0.39
415,2024-04-18 07:00:00,9,Kolkata,Baguihati,2024-04-18 07:00:00,0,0,75.61,32.16,356,0
416,2024-04-18 08:00:00,44,Kolkata,Baguihati,2024-04-18 08:00:00,0,0,63.45,34.72,176.8,0.01
417,2024-04-18 09:00:00,128,Kolkata,Baguihati,2024-04-18 09:00:00,0,0,37.74,37.61,165.7,0.18
418,2024-04-18 10:00:00,161,Kolkata,Baguihati,2024-04-18 10:00:00,0,0,25.89,39.32,170.8,0.21
419,2024-04-18 11:00:00,161,Kolkata,Baguihati,2024-04-18 11:00:00,0,0,25.38,40.13,334.5,0.23
420,2024-04-18 12:00:00,126,Kolkata,Baguihati,2024-04-18 12:00:00,0,0,23.21,40.89,212.4,0.4
421,2024-04-18 13:00:00,62,Kolkata,Baguihati,2024-04-18 13:00:00,0,0,21.81,41.26,339.7,1.28
422,2024-04-18 14:00:00,36,Kolkata,Baguihati,2024-04-18 14:00:00,0,0,23.9,41.82,173.5,0.08
423,2024-04-18 15:00:00,35,Kolkata,Baguihati,2024-04-18 15:00:00,0,0,21.8,42.13,175.8,0.07
424,2024-04-18 16:00:00,26,Kolkata,Baguihati,2024-04-18 16:00:00,0,0,21.53,42.8,277.6,0.23
425,2024-04-18 17:00:00,20,Kolkata,Baguihati,2024-04-18 17:00:00,0,0,19.61,41.48,4.9,0.23
426,2024-04-18 18:00:00,56,Kolkata,Baguihati,2024-04-18 18:00:00,0,0,24.12,38.68,149.6,0
427,2024-04-18 19:00:00,122,Kolkata,Baguihati,2024-04-18 19:00:00,0,0,31.34,36.8,162.1,0.1
428,2024-04-18 20:00:00,53,Kolkata,Baguihati,2024-04-18 20:00:00,0,0,33.44,35.88,162.3,0.29
429,2024-04-18 21:00:00,39,Kolkata,Baguihati,2024-04-18 21:00:00,0,0,36.64,35.32,158.2,0.09
430,2024-04-18 22:00:00,15,Kolkata,Baguihati,2024-04-18 22:00:00,0,0,49.09,34.61,164.6,0
431,2024-04-18 23:00:00,4,Kolkata,Baguihati,2024-04-18 23:00:00,0,0,48.13,34.09,155.8,0.17
432,2024-04-19 00:00:00,6,Kolkata,Baguihati,2024-04-19 00:00:00,0,0,57.64,33.15,44.9,0.15
433,2024-04-19 01:00:00,1,Kolkata,Baguihati,2024-04-19 01:00:00,0,0,60.3,32.08,176,1.06
434,2024-04-19 02:00:00,0,Kolkata,Baguihati,2024-04-19 02:00:00,0,0,56.95,31.9,22.6,0.18
435,2024-04-19 03:00:00,0,Kolkata,Baguihati,2024-04-19 03:00:00,0,0,56.11,31.71,353.1,0.08
436,2024-04-19 04:00:00,3,Kolkata,Baguihati,2024-04-19 04:00:00,0,0,54.05,31.59,78.3,0.1
437,2024-04-19 05:00:00,3,Kolkata,Baguihati,2024-04-19 05:00:00,0,0,52.44,31.37,344.8,0.31
438,2024-04-19 06:00:00,3,Kolkata,Baguihati,2024-04-19 06:00:00,0,0,51.13,31.57,115.2,0
439,2024-04-19 07:00:00,9,Kolkata,Baguihati,2024-04-19 07:00:00,0,0,48.26,32.86,170.8,0.05
440,2024-04-19 08:00:00,59,Kolkata,Baguihati,2024-04-19 08:00:00,0,0,44.1,34.54,27.9,0
441,2024-04-19 09:00:00,120,Kolkata,Baguihati,2024-04-19 09:00:00,0,0,37.04,36.6,345.6,0.21
442,2024-04-19 10:00:00,166,Kolkata,Baguihati,2024-04-19 10:00:00,0,0,33.57,38.78,38.6,0.14
443,2024-04-19 11:00:00,174,Kolkata,Baguihati,2024-04-19 11:00:00,0,0,28.89,40.4,158.8,0.26
444,2024-04-19 12:00:00,106,Kolkata,Baguihati,2024-04-19 12:00:00,0,0,25.14,41.53,352.2,0.95
445,2024-04-19 13:00:00,118,Kolkata,Baguihati,2024-04-19 13:00:00,0,0,22.47,42.28,337,0.27
446,2024-04-19 14:00:00,46,Kolkata,Baguihati,2024-04-19 14:00:00,0,0,21.9,43.35,338.5,0.42
447,2024-04-19 15:00:00,64,Kolkata,Baguihati,2024-04-19 15:00:00,0,0,23.31,44.02,23.2,0.03
448,2024-04-19 16:00:00,63,Kolkata,Baguihati,2024-04-19 16:00:00,0,0,29.18,44.5,165,1.92
449,2024-04-19 17:00:00,54,Kolkata,Baguihati,2024-04-19 17:00:00,0,0,36.68,39.87,178,0.08
450,2024-04-19 18:00:00,85,Kolkata,Baguihati,2024-04-19 18:00:00,0,0,46.87,37.25,38.4,0.2
451,2024-04-19 19:00:00,91,Kolkata,Baguihati,2024-04-19 19:00:00,0,0,54.81,35.48,169.4,0
