,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
277,47,0.0,0.0,35.85,82.0,0.0,2.0,16.0
278,43,0.0,0.0,36.95,47.0,2.0,0.0,14.0
279,22,0.0,0.0,36.48,43.0,3.0,0.0,13.0
280,22,0.0,0.0,35.57,22.0,7.0,1.0,2.0
281,19,0.0,0.0,35.07,22.0,25.0,0.0,19.0
282,25,0.0,0.0,33.81,19.0,69.0,2.0,15.0
283,48,0.0,0.0,32.97,25.0,70.0,3.0,43.0
284,37,0.0,0.0,32.48,48.0,82.0,7.0,17.0
285,25,0.0,0.0,32.17,37.0,47.0,25.0,20.0
286,19,0.0,0.0,31.58,25.0,43.0,69.0,26.0
287,24,0.0,0.0,30.77,19.0,22.0,70.0,14.0
288,2,0.0,0.0,30.33,24.0,22.0,82.0,3.0
289,2,0.0,0.0,29.75,2.0,19.0,47.0,2.0
290,0,0.0,0.0,29.26,2.0,25.0,43.0,0.0
291,0,0.0,0.0,28.81,0.0,48.0,22.0,0.0
292,0,0.0,0.0,28.54,0.0,37.0,22.0,1.0
293,2,0.0,0.0,28.24,0.0,25.0,19.0,0.0
294,5,0.0,0.0,28.19,2.0,19.0,25.0,2.0
295,0,0.0,0.0,28.41,5.0,24.0,48.0,3.0
296,1,0.0,0.0,28.96,0.0,2.0,37.0,7.0
297,9,0.0,0.0,31.67,1.0,2.0,25.0,25.0
298,33,0.0,0.0,33.92,9.0,0.0,19.0,69.0
299,36,0.0,0.0,36.49,33.0,0.0,24.0,70.0
300,46,0.0,0.0,37.52,36.0,0.0,2.0,82.0
301,63,0.0,0.0,37.52,46.0,2.0,2.0,47.0
302,61,0.0,0.0,38.24,63.0,5.0,0.0,43.0
303,46,0.0,0.0,38.35,61.0,0.0,0.0,22.0
304,42,0.0,0.0,38.73,46.0,1.0,0.0,22.0
305,41,0.0,0.0,37.86,42.0,9.0,2.0,19.0
306,38,0.0,0.0,36.8,41.0,33.0,5.0,25.0
307,74,0.0,0.0,35.01,38.0,36.0,0.0,48.0
308,75,0.0,0.0,33.86,74.0,46.0,1.0,37.0
309,46,0.0,0.0,32.55,75.0,63.0,9.0,25.0
310,39,0.0,0.0,31.61,46.0,61.0,33.0,19.0
311,14,0.0,0.0,31.14,39.0,46.0,36.0,24.0
312,8,0.0,0.0,30.49,14.0,42.0,46.0,2.0
313,0,0.0,0.0,29.97,8.0,41.0,63.0,2.0
314,1,0.0,0.0,29.69,0.0,38.0,61.0,0.0
315,0,0.0,0.0,29.53,1.0,74.0,46.0,0.0
316,1,0.0,0.0,29.34,0.0,75.0,42.0,0.0
317,0,0.0,0.0,28.84,1.0,46.0,41.0,2.0
318,3,0.0,0.0,28.7,0.0,39.0,38.0,5.0
319,4,0.0,0.0,28.81,3.0,14.0,74.0,0.0
320,1,0.0,0.0,31.26,4.0,8.0,75.0,1.0
321,2,0.0,0.0,33.48,1.0,0.0,46.0,9.0
322,7,0.0,0.0,36.17,2.0,1.0,39.0,33.0
323,12,0.0,0.0,38.13,7.0,0.0,14.0,36.0
324,43,0.0,0.0,38.36,12.0,1.0,8.0,46.0
325,95,0.0,0.0,39.2,43.0,0.0,0.0,63.0
326,70,0.0,0.0,39.31,95.0,3.0,1.0,61.0
327,70,0.0,0.0,40.13,70.0,4.0,0.0,46.0
328,92,0.0,0.0,40.33,70.0,1.0,1.0,42.0
329,61,0.0,0.0,39.51,92.0,2.0,0.0,41.0
330,94,0.0,0.0,37.81,61.0,7.0,3.0,38.0
331,126,0.0,0.0,35.87,94.0,12.0,4.0,74.0
332,119,0.0,0.0,34.48,126.0,43.0,1.0,75.0
333,82,0.0,0.0,33.11,119.0,95.0,2.0,46.0
334,95,0.0,0.0,32.32,82.0,70.0,7.0,39.0
335,66,0.0,0.0,31.74,95.0,70.0,12.0,14.0
336,18,0.0,0.0,31.17,66.0,92.0,43.0,8.0
337,4,0.0,0.0,30.64,18.0,61.0,95.0,0.0
338,2,0.0,0.0,30.54,4.0,94.0,70.0,1.0
339,1,0.0,0.0,30.15,2.0,126.0,70.0,0.0
340,6,0.0,0.0,29.67,1.0,119.0,92.0,1.0
341,3,0.0,0.0,29.58,6.0,82.0,61.0,0.0
342,4,0.0,0.0,29.69,3.0,95.0,94.0,3.0
343,1,0.0,0.0,30.04,4.0,66.0,126.0,4.0
344,10,0.0,0.0,32.32,1.0,18.0,119.0,1.0
345,49,0.0,0.0,34.81,10.0,4.0,82.0,2.0
346,88,0.0,0.0,35.78,49.0,2.0,95.0,7.0
347,109,0.0,0.0,37.52,88.0,1.0,66.0,12.0
348,110,0.0,0.0,38.65,109.0,6.0,18.0,43.0
349,77,0.0,0.0,39.47,110.0,3.0,4.0,95.0
350,56,0.0,0.0,39.98,77.0,4.0,2.0,70.0
351,29,0.0,0.0,40.76,56.0,1.0,1.0,70.0
352,32,0.0,0.0,38.75,29.0,10.0,6.0,92.0
353,39,0.0,0.0,38.98,32.0,49.0,3.0,61.0
354,23,0.0,0.0,36.0,39.0,88.0,4.0,94.0
355,31,0.0,0.0,33.77,23.0,109.0,1.0,126.0
356,24,0.0,0.0,33.01,31.0,110.0,10.0,119.0
357,24,0.0,0.0,32.15,24.0,77.0,49.0,82.0
358,22,0.0,0.0,31.15,24.0,56.0,88.0,95.0
359,18,0.0,0.0,30.55,22.0,29.0,109.0,66.0
360,5,0.0,0.0,30.29,18.0,32.0,110.0,18.0
361,1,0.0,0.0,29.89,5.0,39.0,77.0,4.0
362,0,0.0,0.0,29.73,1.0,23.0,56.0,2.0
363,0,0.0,0.0,29.42,0.0,31.0,29.0,1.0
364,4,0.0,0.0,29.21,0.0,24.0,32.0,6.0
365,0,0.0,0.0,28.95,4.0,24.0,39.0,3.0
366,6,0.0,0.0,29.01,0.0,22.0,23.0,4.0
367,3,0.0,0.0,29.73,6.0,18.0,31.0,1.0
368,9,0.0,0.0,31.26,3.0,5.0,24.0,10.0
369,58,0.0,0.0,32.76,9.0,1.0,24.0,49.0
370,109,0.0,0.0,33.96,58.0,0.0,22.0,88.0
371,118,0.0,0.0,36.69,109.0,0.0,18.0,109.0
372,157,0.0,0.0,38.39,118.0,4.0,5.0,110.0
373,133,0.0,0.0,40.07,157.0,0.0,1.0,77.0
374,91,0.0,0.0,41.69,133.0,6.0,0.0,56.0
375,47,0.0,0.0,41.55,91.0,3.0,0.0,29.0
376,27,0.0,0.0,41.2,47.0,9.0,4.0,32.0
377,18,0.0,0.0,41.16,27.0,58.0,0.0,39.0
378,30,0.0,0.0,39.98,18.0,109.0,6.0,23.0
379,80,0.0,0.0,38.24,30.0,118.0,3.0,31.0
380,69,0.0,0.0,36.1,80.0,157.0,9.0,24.0
381,56,0.0,0.0,34.24,69.0,133.0,58.0,24.0
382,18,0.0,0.0,33.44,56.0,91.0,109.0,22.0
383,12,0.0,0.0,32.83,18.0,47.0,118.0,18.0
384,5,0.0,0.0,32.76,12.0,27.0,157.0,5.0
385,6,0.0,0.0,32.51,5.0,18.0,133.0,1.0
386,1,0.0,0.0,30.93,6.0,30.0,91.0,0.0
387,0,0.0,0.0,29.79,1.0,80.0,47.0,0.0
388,1,0.0,0.0,29.65,0.0,69.0,27.0,4.0
389,2,0.0,0.0,29.71,1.0,56.0,18.0,0.0
390,3,0.0,0.0,29.49,2.0,18.0,30.0,6.0
391,2,0.0,0.0,30.02,3.0,12.0,80.0,3.0
392,7,0.0,0.0,32.09,2.0,5.0,69.0,9.0
393,20,0.0,0.0,33.83,7.0,6.0,56.0,58.0
394,105,0.0,0.0,35.93,20.0,1.0,18.0,109.0
395,102,0.0,0.0,37.05,105.0,0.0,12.0,118.0
396,128,0.0,0.0,38.83,102.0,1.0,5.0,157.0
397,89,0.0,0.0,40.35,128.0,2.0,6.0,133.0
398,87,0.0,0.0,41.32,89.0,3.0,1.0,91.0
399,51,0.0,0.0,41.84,87.0,2.0,0.0,47.0
400,28,0.0,0.0,42.31,51.0,7.0,1.0,27.0
401,31,0.0,0.0,41.55,28.0,20.0,2.0,18.0
402,29,0.0,0.0,39.69,31.0,105.0,3.0,30.0
403,62,0.0,0.0,38.33,29.0,102.0,2.0,80.0
404,78,0.0,0.0,36.22,62.0,128.0,7.0,69.0
405,35,0.0,0.0,35.12,78.0,89.0,20.0,56.0
406,44,0.0,0.0,33.0,35.0,87.0,105.0,18.0
407,40,0.0,0.0,32.29,44.0,51.0,102.0,12.0
408,13,0.0,0.0,31.57,40.0,28.0,128.0,5.0
409,3,0.0,0.0,30.83,13.0,31.0,89.0,6.0
410,1,0.0,0.0,30.45,3.0,29.0,87.0,1.0
411,0,0.0,0.0,30.74,1.0,62.0,51.0,0.0
412,1,0.0,0.0,30.73,0.0,78.0,28.0,1.0
413,2,0.0,0.0,30.76,1.0,35.0,31.0,2.0
414,5,0.0,0.0,30.59,2.0,44.0,29.0,3.0
415,3,0.0,0.0,30.66,5.0,40.0,62.0,2.0
416,9,0.0,0.0,33.68,3.0,13.0,78.0,7.0
417,44,0.0,0.0,37.07,9.0,3.0,35.0,20.0
