,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
416,4,0.0,0.0,33.68,4.0,18.0,154.0,2.0
417,8,0.0,0.0,37.07,4.0,2.0,59.0,4.0
418,15,0.0,0.0,39.46,8.0,4.0,29.0,8.0
419,33,0.0,0.0,39.83,15.0,5.0,38.0,4.0
420,12,0.0,0.0,40.72,33.0,1.0,18.0,3.0
421,4,0.0,0.0,41.07,12.0,2.0,2.0,12.0
422,5,0.0,0.0,40.87,4.0,2.0,4.0,4.0
423,12,0.0,0.0,41.14,5.0,4.0,5.0,5.0
424,9,0.0,0.0,41.09,12.0,4.0,1.0,9.0
425,37,0.0,0.0,41.18,9.0,8.0,2.0,38.0
426,50,0.0,0.0,40.23,37.0,15.0,2.0,45.0
427,151,0.0,0.0,37.76,50.0,33.0,4.0,125.0
428,167,0.0,0.0,36.26,151.0,12.0,4.0,154.0
429,111,0.0,0.0,35.06,167.0,4.0,8.0,59.0
430,32,0.0,0.0,35.01,111.0,5.0,15.0,29.0
431,21,0.0,0.0,33.09,32.0,12.0,33.0,38.0
432,12,0.0,0.0,32.73,21.0,9.0,12.0,18.0
433,5,0.0,0.0,32.07,12.0,37.0,4.0,2.0
434,1,0.0,0.0,31.47,5.0,50.0,5.0,4.0
435,0,0.0,0.0,31.57,1.0,151.0,12.0,5.0
436,0,0.0,0.0,31.37,0.0,167.0,9.0,1.0
437,1,0.0,0.0,31.35,0.0,111.0,37.0,2.0
438,4,0.0,0.0,31.35,1.0,32.0,50.0,2.0
439,5,0.0,0.0,31.51,4.0,21.0,151.0,4.0
440,3,0.0,0.0,33.13,5.0,12.0,167.0,4.0
441,7,0.0,0.0,34.86,3.0,5.0,111.0,8.0
442,30,0.0,0.0,36.91,7.0,1.0,32.0,15.0
443,21,0.0,0.0,38.99,30.0,0.0,21.0,33.0
444,7,0.0,0.0,40.88,21.0,0.0,12.0,12.0
445,14,0.0,0.0,41.08,7.0,1.0,5.0,4.0
446,21,0.0,0.0,41.8,14.0,4.0,1.0,5.0
447,21,0.0,0.0,42.43,21.0,5.0,0.0,12.0
448,35,0.0,0.0,42.54,21.0,3.0,0.0,9.0
449,52,0.0,0.0,40.64,35.0,7.0,1.0,37.0
450,104,0.0,0.0,38.26,52.0,30.0,4.0,50.0
451,213,0.0,0.0,35.78,104.0,21.0,5.0,151.0
452,182,0.0,0.0,34.17,213.0,7.0,3.0,167.0
453,82,0.0,0.0,32.77,182.0,14.0,7.0,111.0
