,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
754,73,0.0,0.0,35.52,36.0,9.0,85.0,40.0
755,64,0.0,0.0,36.91,73.0,4.0,28.0,41.0
756,73,0.0,0.0,37.84,64.0,2.0,50.0,56.0
757,50,0.0,0.0,38.63,73.0,3.0,28.0,40.0
758,44,0.0,0.0,39.69,50.0,3.0,9.0,51.0
759,24,0.0,0.0,39.87,44.0,2.0,4.0,35.0
760,26,0.0,0.0,40.26,24.0,17.0,2.0,29.0
761,25,0.0,0.0,40.38,26.0,36.0,3.0,32.0
762,20,0.0,0.0,39.28,25.0,73.0,3.0,42.0
763,29,0.0,0.0,35.71,20.0,64.0,2.0,51.0
764,40,0.0,0.0,33.38,29.0,73.0,17.0,51.0
765,61,0.0,0.0,32.7,40.0,50.0,36.0,60.0
766,40,0.0,0.0,31.96,61.0,44.0,73.0,85.0
767,32,0.0,0.0,31.48,40.0,24.0,64.0,28.0
768,52,0.0,0.0,31.14,32.0,26.0,73.0,50.0
769,13,0.0,0.0,30.96,52.0,25.0,50.0,28.0
770,6,0.0,0.0,31.09,13.0,20.0,44.0,9.0
771,1,0.0,0.0,30.86,6.0,29.0,24.0,4.0
772,2,0.0,0.0,31.13,1.0,40.0,26.0,2.0
773,5,0.0,0.0,30.4,2.0,61.0,25.0,3.0
774,4,0.0,0.0,30.33,5.0,40.0,20.0,3.0
775,2,0.0,0.0,30.86,4.0,32.0,29.0,2.0
776,10,0.0,0.0,33.13,2.0,52.0,40.0,17.0
777,30,0.0,0.0,35.3,10.0,13.0,61.0,36.0
778,72,0.0,0.0,36.92,30.0,6.0,40.0,73.0
779,38,0.0,0.0,38.41,72.0,1.0,32.0,64.0
780,67,0.0,0.0,38.61,38.0,2.0,52.0,73.0
781,38,0.0,0.0,40.33,67.0,5.0,13.0,50.0
782,43,0.0,0.0,40.53,38.0,4.0,6.0,44.0
783,32,0.0,0.0,40.89,43.0,2.0,1.0,24.0
784,37,0.0,0.0,40.58,32.0,10.0,2.0,26.0
785,30,0.0,0.0,39.89,37.0,30.0,5.0,25.0
786,27,0.0,0.0,38.45,30.0,72.0,4.0,20.0
787,44,0.0,0.0,37.4,27.0,38.0,2.0,29.0
788,41,0.0,0.0,33.73,44.0,67.0,10.0,40.0
789,67,0.0,0.0,32.82,41.0,38.0,30.0,61.0
790,77,0.0,0.0,31.79,67.0,43.0,72.0,40.0
791,28,0.0,0.0,31.15,77.0,32.0,38.0,32.0
792,67,0.0,0.0,30.86,28.0,37.0,67.0,52.0
793,21,0.0,0.0,30.75,67.0,30.0,38.0,13.0
794,7,0.0,0.0,30.62,21.0,27.0,43.0,6.0
795,2,0.0,0.0,30.16,7.0,44.0,32.0,1.0
796,1,0.0,0.0,30.31,2.0,41.0,37.0,2.0
797,7,0.0,0.0,30.27,1.0,67.0,30.0,5.0
798,4,0.0,0.0,29.87,7.0,77.0,27.0,4.0
799,4,0.0,0.0,30.18,4.0,28.0,44.0,2.0
800,17,0.0,0.0,30.97,4.0,67.0,41.0,10.0
801,30,0.0,0.0,32.08,17.0,21.0,67.0,30.0
802,55,0.0,0.0,33.27,30.0,7.0,77.0,72.0
803,53,0.0,0.0,35.17,55.0,2.0,28.0,38.0
804,54,0.0,0.0,36.19,53.0,1.0,67.0,67.0
805,35,0.0,0.0,37.96,54.0,7.0,21.0,38.0
806,30,0.0,0.0,37.93,35.0,4.0,7.0,43.0
